id,text,emotion_type,source
388,走到楼下看见宿舍灯亮着，觉得自己有地方可以回去,secure,ai_generated
389,小组成员说我们一起改，不会把问题都丢给你,secure,ai_generated
390,生病时有人帮我占了座，我心里一下踏实了,secure,ai_generated
391,我说自己有点慌，朋友没有笑，只是陪我走了一段,secure,ai_generated
392,课程群里学姐给了详细步骤，我终于知道该怎么做了,secure,ai_generated
393,晚上回来时有人给我留了饭，心里暖得很安稳,secure,ai_generated
394,老师说可以先交草稿，我终于敢开始写了,secure,ai_generated
395,有人愿意听我把事情从头说完，这让我很安心,secure,ai_generated
396,宿舍里的小夜灯一直亮着，像给我留了一个位置,secure,ai_generated
397,朋友提醒我带证件，我突然觉得不是只有我在记这些事,secure,ai_generated
398,组长把任务重新排了一遍，我终于觉得事情可控,secure,ai_generated
399,家里一句到宿舍了吗，让我觉得路上有人惦记,secure,ai_generated
400,今天有人站在我身边，我心里那块地方稳下来了,secure,ai_generated
401,今天社团活动很顺利，大家一起笑到停不下来,happy,ai_generated
402,拿到喜欢课程的高分时，我在楼梯间偷偷开心了很久,happy,ai_generated
403,食堂今天有我喜欢的菜，连排队都觉得没那么烦,happy,ai_generated
404,和朋友在操场拍了很多照片，回来看还是想笑,happy,ai_generated
405,抢到了想听的讲座名额，我开心得马上截图保存,happy,ai_generated
406,今天的小组展示居然很顺利，我整个人都亮起来了,happy,ai_generated
407,下午收到夸奖的时候，我忍不住笑了一路,happy,ai_generated
408,和很久没见的朋友在校园里碰到，开心得像捡到礼物,happy,ai_generated
409,篮球赛赢了以后，操场上的欢呼声让我也跟着兴奋,happy,ai_generated
410,今天阳光很好，奶茶也很好喝，我的心情也很好,happy,ai_generated
411,社团排练终于完整过了一遍，大家都特别开心,happy,ai_generated
412,老师说我的想法很有意思，我一下午都很高兴,happy,ai_generated
413,在路上遇到可爱的小狗，我心情突然变得很好,happy,ai_generated
414,今天和舍友一起吃夜宵，笑到差点忘了时间,happy,ai_generated
415,收到朋友寄来的小礼物，拆开的时候真的很开心,happy,ai_generated
416,运动会接力跑完后，大家抱在一起庆祝,happy,ai_generated
417,终于买到图书馆咖啡机最后一杯热拿铁，快乐很简单,happy,ai_generated
418,今天的晚霞太好看了，我拍了好多张都舍不得删,happy,ai_generated
419,被喜欢的社团录取了，我一路走回宿舍都在笑,happy,ai_generated
420,周五最后一节课下课铃响起时，我真的快乐起来了,happy,ai_generated
421,今天抽中了想选的课，我开心得走路都轻了,happy,ai_generated
422,社团排练结束后大家一起鼓掌，我笑得停不下来,happy,ai_generated
423,食堂新出的甜品很好吃，普通的一天突然亮了一下,happy,ai_generated
424,收到老师的表扬后，我把那句话反复看了好几遍,happy,ai_generated
425,和朋友在操场聊天到天黑，笑声一直没停,happy,ai_generated
426,比赛赢下来的瞬间，我感觉整个操场都在发光,happy,ai_generated
427,今天终于买到喜欢乐队的票，激动得想绕校园跑一圈,happy,ai_generated
428,小组展示拿到高分，我们在走廊里偷偷击掌,happy,ai_generated
429,舍友给我带了限定奶茶，我快乐得像中了奖,happy,ai_generated
430,周五下课铃响起时，我感觉自由扑面而来,happy,ai_generated
431,拍到一张特别好看的照片，我看一次笑一次,happy,ai_generated
432,收到录取通知的时候，我在宿舍跳了起来,happy,ai_generated
433,今天和朋友一起吃火锅，热气和笑声都刚刚好,happy,ai_generated
434,篮球进球那一刻，大家喊得比我还开心,happy,ai_generated
435,我喜欢的老师记住了我的名字，这件小事让我高兴很久,happy,ai_generated
436,下午阳光很好，连买到冰淇淋都变得特别快乐,happy,ai_generated
437,终于把困扰很久的 bug 修好了，我差点在机房欢呼,happy,ai_generated
438,生日那天朋友们突然出现，我真的开心到说不出话,happy,ai_generated
439,今天没有什么大事，但每件小事都顺顺的,happy,ai_generated
440,和舍友一起把宿舍布置好，整个房间都变可爱了,happy,ai_generated
441,社团面试通过了，我一路跑回宿舍告诉朋友,happy,ai_generated
442,老师说我的选题很有意思，我开心得一下午都很有劲,happy,ai_generated
443,晚饭后和朋友散步，连路灯都像在庆祝,happy,ai_generated
444,收到远方朋友的明信片，心情一下变得很亮,happy,ai_generated
445,今天的校园歌会太热闹了，我跟着唱到嗓子哑,happy,ai_generated
446,终于抢到图书馆靠窗座位，我的小快乐很具体,happy,ai_generated
447,运动会结束后大家一起拍合照，我笑得脸都酸了,happy,ai_generated
448,今天的风很舒服，朋友也在身边，我觉得特别开心,happy,ai_generated
449,课堂展示结束后掌声响起来，我整个人都飘了一下,happy,ai_generated
450,周末计划定下来的那一刻，我已经开始期待快乐了,happy,ai_generated
451,虽然今天很累，但想到明天可以重新开始，心里有一点光,hopeful,ai_generated
452,这次没做好没关系，我知道自己下一次还能再试,hopeful,ai_generated
453,走出教学楼时看到天还亮着，突然觉得事情会慢慢变好,hopeful,ai_generated
454,老师给了修改建议，我好像又知道下一步该怎么走了,hopeful,ai_generated
455,复习进度终于往前推了一点，我觉得自己还能继续,hopeful,ai_generated
456,今天只是迈出很小一步，但我愿意把它算作开始,hopeful,ai_generated
457,看到学长分享经验以后，我对自己的方向有了一点期待,hopeful,ai_generated
458,操场跑完两圈后，我突然觉得身体和生活都还能恢复,hopeful,ai_generated
459,虽然申请还没结果，但我想先把能做的事做好,hopeful,ai_generated
460,夜里从图书馆出来，看到远处灯还亮着，觉得自己也能撑下去,hopeful,ai_generated
461,今天把拖了很久的任务开了头，心里终于有点希望,hopeful,ai_generated
462,失败以后重新整理计划，我发现路还没有完全堵死,hopeful,ai_generated
463,朋友说慢慢来，我突然愿意再给自己一点时间,hopeful,ai_generated
464,这个学期很难，但我好像已经比开学时更稳了一点,hopeful,ai_generated
465,看着日历上的安排，我决定先把明天过好,hopeful,ai_generated
466,虽然现在还看不到结果，但我相信这些努力不会全白费,hopeful,ai_generated
467,晚风吹过操场，我突然想认真地期待一下未来,hopeful,ai_generated
468,今天没有解决所有问题，但至少我没有停在原地,hopeful,ai_generated
469,把书包整理好以后，我觉得明天可以重新出发,hopeful,ai_generated
470,走回宿舍时我想，也许再坚持一下就会不一样,hopeful,ai_generated
471,虽然这次结果普通，但我知道下一次可以准备得更好,hopeful,ai_generated
472,今天只完成了一小部分，可至少方向开始清楚了,hopeful,ai_generated
473,老师给的建议很具体，我突然觉得自己还能往前走,hopeful,ai_generated
474,复习终于进入状态，我对期末没那么没底了,hopeful,ai_generated
475,失败没有把路堵死，只是提醒我要换一种走法,hopeful,ai_generated
476,操场跑完最后一圈，我觉得自己还有力气重新开始,hopeful,ai_generated
477,今天把拖了很久的邮件发出去了，像打开了一扇门,hopeful,ai_generated
478,和学姐聊完以后，我对未来多了一点轮廓,hopeful,ai_generated
479,这周很难，但我已经撑过了最乱的几天,hopeful,ai_generated
480,明天也许不会立刻变好，但我愿意再试一次,hopeful,ai_generated
481,计划重新排好以后，我终于看见下一步在哪里,hopeful,ai_generated
482,从图书馆出来时天还没完全黑，我觉得事情还有余地,hopeful,ai_generated
483,我知道自己现在不够好，但也不是不能变好,hopeful,ai_generated
484,今天没有解决全部问题，可我开始行动了,hopeful,ai_generated
485,朋友说慢慢来，我突然相信慢一点也能到达,hopeful,ai_generated
486,看到别人分享经历，我觉得自己的弯路也许有意义,hopeful,ai_generated
487,这个项目终于跑通第一步，我开始期待后面的样子,hopeful,ai_generated
488,虽然还有很多不确定，但我不想提前放弃,hopeful,ai_generated
489,把书包整理好以后，我像给明天留了一个新的开头,hopeful,ai_generated
490,今天的努力很小，但它不是零,hopeful,ai_generated
491,走过操场时我想，也许我可以从今晚重新调整,hopeful,ai_generated
492,这次没被选上，但我已经知道要补哪里了,hopeful,ai_generated
493,我把目标写下来，突然觉得它没有那么远,hopeful,ai_generated
494,夜里的灯还亮着，我也想再亮一会儿,hopeful,ai_generated
495,虽然现在很慢，但我能感觉自己在一点点恢复,hopeful,ai_generated
496,今天终于问出了那个问题，后面的路好像清楚了一点,hopeful,ai_generated
497,我不确定结果会怎样，但至少我愿意继续准备,hopeful,ai_generated
498,看到日出的时候，我突然觉得新的一天真的会来,hopeful,ai_generated
499,这段时间很辛苦，但我开始相信它会过去,hopeful,ai_generated
500,我给未来的自己留了一句话：再坚持一下,hopeful,ai_generated
